Sample_ID,Date_Open,Total_Mass_Flux_g_m2_day ,Terrigenous_Flux_g_m2_day ,PON_Flux_mmoles_m2_day,POC_Flux_mmoles_m2_day,CaCO3_Flux_mmoles_m2_day,OPAL_Flux_mmoles_m2_day,TPP_Flux_umolesP_m2_day,PIP_Flux_umolesP_m2_day,POP_Flux_umolesP_m2_day
SBB 48-2,2018-06-08,2.92,1.55,1.13,9.57,2.42,30.07,136.64,85.21,51.43
SBB 48-3,2018-06-21,3.39,1.78,1.86,15.27,1.99,34.10,154.26,90.90,63.36
SBB 48-4,2018-07-04,2.21,1.51,0.84,7.90,1.17,12.21,108.42,77.66,30.75
SBB 48-5,2018-07-17,1.97,1.18,1.16,10.16,1.15,13.04,118.77,71.81,46.95
SBB 48-6,2018-07-30,2.10,1.37,1.01,9.97,1.29,10.65,107.53,93.19,14.35
SBB 48-7,2018-08-12,1.98,1.24,0.91,9.13,1.52,10.92,110.41,64.13,46.28
SBB 48-8,2018-08-25,2.26,1.36,1.07,10.44,0.97,17.26,144.93,91.62,53.31
SBB 48-9,2018-09-07,0.93,0.71,0.29,2.64,0.64,2.68,47.84,33.22,14.62
SBB 48-10,2018-09-20,1.41,1.04,0.50,4.63,1.18,3.86,71.25,52.01,19.24
SBB 48-11,2018-10-03,2.81,2.20,0.76,7.02,1.96,7.20,140.69,113.77,26.92
SBB 48-12,2018-10-16,1.68,1.21,0.74,6.99,1.20,5.13,85.96,63.67,22.29
SBB 48-13,2018-10-29,1.67,1.21,0.66,6.47,1.27,4.95,82.79,58.03,24.76
SBB 49-1,2018-11-17,1.34,1.00,0.46,4.69,0.99,3.50,79.65,57.76,21.90
SBB 49-2,2018-12-01,1.73,1.21,0.72,6.99,1.62,5.07,100.03,71.45,28.58
SBB 49-3,2018-12-15,2.34,1.68,0.86,8.16,1.99,7.55,128.77,94.12,34.65
SBB 49-4,2018-12-29,1.86,1.26,0.79,7.41,2.19,5.69,104.25,76.45,27.80
SBB 49-5,2019-01-12,1.93,1.44,0.63,6.21,1.46,5.43,104.96,78.92,26.04
SBB 49-6,2019-01-26,0.77,0.52,0.35,3.57,0.72,2.43,45.05,36.11,8.94
SBB 49-7,2019-02-09,1.28,0.88,0.65,5.30,1.00,5.11,73.49,54.64,18.85
SBB 49-8,2019-02-23,0.93,0.66,0.35,3.07,0.95,3.05,54.99,37.20,17.78
SBB 49-9,2019-03-09,1.87,1.06,1.00,8.09,1.57,14.79,97.02,82.23,14.79
SBB 49-10,2019-03-23,1.74,0.95,0.95,8.20,1.23,14.99,87.12,64.31,22.81
SBB 49-11,2019-04-06,0.92,0.46,0.73,6.21,0.52,8.06,61.75,31.47,30.27
SBB 49-12,2019-04-20,1.55,0.77,1.07,8.37,0.99,15.45,82.57,49.44,33.12
SBB 49-13,2019-05-04,0.33,0.16,0.23,1.86,0.22,3.02,17.25,10.02,7.23
SBB 50-1,2019-05-24,1.60,0.85,0.81,6.76,1.23,15.14,95.70,77.00,18.70
SBB 50-2,2019-06-07,3.58,2.22,1.54,13.63,2.06,26.59,195.82,156.11,39.71
SBB 50-3,2019-06-21,1.20,0.72,0.74,6.49,1.16,6.27,65.44,46.82,18.62
SBB 50-4,2019-07-05,1.51,0.95,0.69,6.41,1.01,9.68,81.15,60.57,20.59
SBB 50-5,2019-07-19,2.63,1.59,1.12,9.88,1.43,21.19,136.60,112.41,24.19
SBB 50-6,2019-08-02,,,,,,,,,
SBB 50-7,2019-08-16,1.14,0.60,0.63,5.77,0.76,10.14,57.68,36.08,21.61
SBB 50-8,2019-08-30,2.20,1.51,0.93,8.51,1.57,10.14,117.44,98.04,19.40
SBB 50-9,2019-09-13,1.39,0.76,0.82,7.58,0.98,11.00,69.15,46.93,22.22
SBB 50-10,2019-09-27,1.73,1.22,0.71,6.99,1.01,7.30,93.10,67.48,25.63
SBB 50-11,2019-10-11,1.52,1.01,0.75,7.39,1.10,6.41,78.92,65.42,13.51
SBB 50-12,2019-10-25,2.41,1.73,0.86,8.40,1.71,9.07,138.37,106.28,32.08
SBB 50-13,2019-11-08,1.43,1.07,0.53,4.97,1.03,3.80,82.58,60.78,21.80
SBB 51-1,2019-11-23,2.18,1.71,0.70,6.65,1.43,4.30,112.18,98.03,14.15
SBB 51-2,2019-12-07,1.41,1.04,0.49,4.43,1.25,3.74,64.64,55.16,9.47
SBB 51-3,2019-12-21,1.80,1.30,0.63,5.89,1.55,6.25,118.67,77.23,41.44
SBB 51-4,2020-01-04,1.29,0.90,0.48,4.17,1.42,4.49,65.29,50.21,15.08
SBB 51-5,2020-01-18,1.64,1.13,0.61,5.59,1.55,6.59,76.35,69.83,6.51
SBB 51-6,2020-02-01,1.57,1.05,0.61,6.11,1.48,6.55,77.36,73.18,4.18
SBB 51-7,2020-02-15,1.27,0.92,0.49,4.31,0.98,4.58,79.59,53.74,25.85
SBB 51-8,2020-02-29,0.99,0.62,0.47,4.25,0.91,5.60,60.50,43.28,17.22
SBB 51-9,2020-03-14,0.84,0.48,0.54,4.23,0.91,5.24,42.15,41.13,1.02
SBB 51-10,2020-03-28,0.83,0.55,0.39,3.52,0.82,3.51,52.56,35.25,17.31
SBB 51-11,2020-04-11,1.22,0.66,0.62,5.54,0.80,11.00,82.48,52.92,29.56
SBB 51-12,2020-04-25,0.44,0.19,0.24,2.22,0.19,5.88,24.68,13.66,11.02
SBB 51-13,2020-05-09,1.70,0.71,1.06,9.14,0.98,22.17,98.38,69.74,28.63
,,,,,,,,,,
SBB 52-1,2020-11-17,1.57,1.01,0.89,8.18,1.06,7.20,93.33,60.98,32.34
SBB 52-2,2020-12-01,1.94,1.11,1.10,9.89,2.73,9.30,107.83,70.17,37.67
SBB 52-3,2020-12-15,2.26,1.54,1.25,10.88,1.92,6.95,126.69,87.50,39.19
SBB 52-4,2020-12-29,1.76,1.25,0.86,7.52,1.22,5.85,96.27,67.84,28.42
SBB 52-5,2021-01-12,3.44,2.52,1.28,11.75,2.89,9.86,183.59,136.05,47.54
SBB 52-6,2021-01-26,1.74,1.30,0.67,6.53,1.09,5.14,101.49,78.27,23.21
SBB 52-7,2021-02-09,0.88,0.55,0.48,4.15,0.53,5.62,59.58,42.51,17.07
SBB 52-8,2021-02-23,1.66,1.12,0.79,6.86,1.07,8.20,90.85,65.09,25.76
SBB 52-9,2021-03-09,2.79,1.36,1.58,14.00,1.08,32.06,197.31,135.45,61.86
SBB 52-10,2021-03-23,2.61,0.84,1.87,15.79,0.48,44.59,203.85,162.50,41.35
SBB 52-11,2021-04-06,1.60,0.73,0.99,8.20,0.69,19.87,95.77,64.69,31.09
SBB 52-12,2021-04-20,1.85,0.90,1.64,12.04,0.97,17.53,138.42,69.00,69.41
SBB 52-13,2021-05-04,1.49,0.62,1.21,9.42,0.72,18.11,142.37,93.56,48.81
SBB 53-1,2021-05-28,2.67,1.45,1.53,13.04,1.91,22.37,141.01,73.05,67.96
SBB 53-2,2021-06-11,2.25,1.41,1.94,13.30,1.43,10.63,151.32,86.93,64.39
SBB 53-3,2021-06-25,2.78,1.96,1.37,11.08,1.99,10.15,146.24,98.92,47.32
SBB 53-4,2021-07-09,2.65,1.70,1.85,13.92,1.84,12.23,174.22,104.66,69.56
SBB 53-5,2021-07-23,1.32,0.86,0.83,6.82,0.99,5.63,86.80,68.39,18.40
SBB 53-6,2021-08-06,1.84,1.08,1.28,10.17,1.40,11.46,110.48,60.11,50.37
SBB 53-7,2021-08-20,0.84,0.58,0.51,3.92,0.58,2.91,59.56,30.96,28.60
SBB 53-8,2021-09-03,0.46,0.25,0.49,3.56,0.37,2.33,38.05,23.98,14.07
SBB 53-9,2021-09-17,0.88,0.38,0.76,7.35,0.38,8.52,61.75,27.60,34.15
SBB 53-10,2021-10-01,0.91,0.52,0.90,6.74,0.62,4.26,65.29,35.24,30.05
SBB 53-11,2021-10-15,1.39,0.89,0.83,7.73,0.99,6.12,90.82,62.97,27.86
SBB 53-12,2021-10-29,2.77,1.92,1.50,12.73,2.07,9.41,166.27,123.78,42.49
SBB 54-1,2021-11-17,,,,,,,,,
SBB 54-2,2021-12-01,,,,,,,,,
SBB 54-3,2021-12-15,,,,,,,,,
SBB 54-4,2021-12-29,,,,,,,,,
SBB 54-5,2022-01-12,,,,,,,,,
SBB 54-6,2022-01-26,,,,,,,,,
SBB 54-7,2022-02-09,,,,,,,,,
SBB 54-8,2022-02-23,,,,,,,,,
SBB 54-9,2022-03-09,,,,,,,,,
SBB 54-10,2022-03-23,,,,,,,,,
SBB 54-11,2022-04-06,,,,,,,,,
SBB 54-12,2022-04-20,,,,,,,,,
SBB 54-13,2022-05-04,,,,,,,,,
SBB 55-1,2022-05-27,3.59,1.94,2.58,18.56,1.26,34.34,248.95,170.89,78.07
SBB 55-2,2022-06-10,3.15,1.84,2.24,16.96,1.77,22.11,187.55,111.76,75.79
SBB 55-3,2022-06-24,3.93,2.38,2.15,18.20,1.89,29.15,209.71,130.72,78.99
SBB 55-4,2022-07-08,2.18,1.26,1.66,12.38,1.52,13.93,141.09,75.57,65.53
SBB 55-5,2022-07-22,,,,,,,,,
SBB 55-6,2022-08-05,,,,,,,,,
SBB 55-7,2022-08-19,,,,,,,,,
SBB 55-8,2022-09-02,,,,,,,,,
SBB 55-9,2022-09-16,,,,,,,,,
SBB 55-10,2022-09-30,,,,,,,,,
SBB 55-11,2022-10-14,,,,,,,,,
SBB 55-12,2022-10-28,,,,,,,,,
SBB 55-13,,,,,,,,,,
SBB 56-1,2022-11-11,2.14,1.10,1.64,12.08,1.75,17.81,156.87,100.91,55.96
SBB 56-2,2022-11-25,,,,,,,,,
SBB 56-3,2022-12-09,0.86,0.56,0.33,2.65,0.90,4.67,83.05,38.76,44.29
SBB 56-4,2022-12-23,0.90,0.53,0.79,5.77,0.69,4.85,71.35,41.25,30.09
SBB 56-5,2023-01-06,2.60,1.85,1.41,10.05,2.56,7.04,166.65,125.12,41.53
SBB 56-6,2023-01-20,1.98,1.40,0.89,6.92,1.89,6.55,128.47,88.08,40.39
SBB 56-7,2023-02-03,0.81,0.48,0.64,4.49,0.65,4.46,63.21,33.23,29.98
SBB 56-8,2023-02-17,2.10,1.31,1.27,9.11,2.22,10.17,148.78,94.96,53.81
SBB 56-9,2023-03-03,2.01,1.01,1.32,10.25,1.83,18.00,140.83,88.63,52.20
SBB 56-10,2023-03-17,1.16,0.68,0.73,5.35,1.00,7.80,80.48,50.27,30.22
SBB 56-11,2023-03-31,1.69,0.98,2.47,14.24,0.97,6.34,208.66,103.50,105.17
SBB 56-12,2023-04-14,2.35,0.92,2.75,19.10,1.09,26.49,205.74,86.91,118.83
SBB 56-13,2023-04-28,1.16,0.58,0.84,6.65,0.48,11.91,80.48,49.86,30.63
SBB 57-1,,,,,,,,,,
SBB 57-2,,,,,,,,,,
SBB 57-3,,,,,,,,,,
SBB 57-4,,,,,,,,,,
SBB 57-5,,,,,,,,,,
SBB 57-6,,,,,,,,,,
SBB 57-7,,,,,,,,,,
SBB 57-8,,,,,,,,,,
SBB 57-9,,,,,,,,,,
SBB 57-10,,,,,,,,,,
SBB 57-11,,,,,,,,,,
SBB 57-12,,,,,,,,,,
SBB 57-13,,,,,,,,,,
SBB 58-1,2023-12-07,1.78,1.35,1.01,6.82,0.89,4.71,81.10,57.22,23.88
SBB 58-2,2023-12-21,1.76,1.33,0.94,6.72,0.93,4.78,179.99,143.75,36.23
SBB 58-3,2024-01-04,1.90,1.37,1.07,7.66,1.22,6.51,154.78,129.73,25.05
SBB 58-4,2024-01-18,2.86,2.05,1.50,10.65,1.68,11.65,235.07,181.27,53.80
SBB 58-5,2024-02-01,2.56,1.68,1.42,10.28,2.65,10.88,210.56,147.95,62.61
SBB 58-6,2024-02-15,1.07,0.64,1.39,7.79,0.91,3.63,157.24,85.65,71.60
SBB 58-7,2024-02-29,0.85,0.42,1.48,8.32,0.44,4.84,123.68,55.06,68.62
SBB 58-8,2024-03-14,1.44,0.71,1.25,8.40,0.59,14.92,127.96,47.66,80.30
SBB 58-9,2024-03-28,0.92,0.52,0.87,5.51,0.70,5.84,126.00,94.33,31.67
SBB 58-10,2024-04-11,1.43,0.81,1.41,9.28,1.39,7.04,124.23,79.60,44.62
SBB 58-11,2024-04-25,1.17,0.66,0.91,6.79,1.25,6.24,136.12,109.16,26.96
SBB 58-12,2024-05-09,2.37,1.43,1.43,10.49,2.07,14.85,185.63,140.01,45.62
SBB 58-13,2024-05-23,2.79,1.85,1.45,10.41,1.85,15.81,185.77,144.45,41.32
